cpt_code,par_amount,state
23700,183.5,
23800,966.1,
23802,"1,206.40",
23900,"1,306.75",
23920,"1,057.85",
23921,439.12,
23930,331.69,
23930,199.68,
23931,268.66,
23931,145.96,
23935,479.71,
24000,448.91,
24006,670.41,
24065,242.16,
24065,155.44,
24066,577.68,
24066,388.49,
24071,380.18,
24073,653.26,
24075,481.4,
24075,307.63,
24076,510.31,
24077,977.55,
24079,"1,246.61",
24100,391.64,
24101,470.85,
24102,580.36,
24105,330.76,
24110,551.28,
24115,693.09,
24116,810.16,
24120,499.8,
24125,583.15,
24126,609.52,
24130,478.72,
24134,702.34,
24136,593.21,
24138,638.1,
24140,661.32,
24145,557.06,
24147,586.2,
24149,"1,106.49",
24150,"1,461.08",
24152,"1,268.58",
24155,801.87,
24160,"1,187.53",
24164,679.99,
24200,201.56,
24200,132.5,
24201,509.17,
24201,338.94,
24220,167.49,
24220,65.99,
24300,398.28,
24301,705.36,
24305,545.43,
24310,443.58,
24320,734.2,
24330,674.56,
24331,739.23,
24332,575.46,
24340,577.25,
24341,699.61,
24342,731.06,
24343,666.27,
24344,"1,030.89",
24345,660.49,
24346,"1,034.40",
24357,395.32,
24358,494.48,
24359,622.99,
24360,847.63,
24361,947.92,
24362,998.23,
24363,"1,372.55",
24365,601.17,
24366,642.56,
24370,"1,459.36",
24371,"1,683.70",
24400,774.32,
24410,994.8,
24420,964.8,
24430,994.68,
24435,"1,011.77",
24470,630.4,
24495,759.96,
24498,815.33,
24500,333.89,
24500,307.55,
24505,465.85,
24505,420.88,
24515,826.86,
24516,808.53,
24530,353.99,
24530,323.8,
24535,576.81,
24535,531.85,
24538,715.92,
24545,874.94,
24546,977.86,
24560,305.96,
24560,273.19,
24565,501.52,
24565,459.76,
24566,673.49,
24575,688.64,
24576,321.86,
24576,288.45,
24577,515.95,
24577,472.58,
24579,782.93,
24582,759.98,
24586,"1,024.79",
24587,"1,024.39",
24600,346.68,
24600,316.16,
24605,443.75,
24615,671.79,
24620,520.89,
24635,633.04,
24640,96.4,
24640,76.17,
24650,243.63,
24650,225.96,
24655,411.94,
24655,373.39,
24665,615,
24666,689.57,
24670,271.21,
24670,247.44,
24675,428.39,
24675,389.85,
24685,613.61,
24800,781.26,
24802,943.05,
24900,694.12,
24920,688.95,
24925,532,
24930,728.14,
24931,877.29,
24935,"1,116.57",
25000,317.25,
25001,322.24,
25020,597.02,
25023,"1,122.13",
25024,736.26,
25025,"1,135.29",
25028,553.69,
25031,329.32,
25035,548.48,
25040,528.41,
25065,240.67,
25065,151.38,
25066,335.64,
25071,397.71,
25073,502.24,
25075,469.95,
25075,295.54,
25076,486.44,
25077,835.08,
25078,"1,093.70",
25085,421.86,
25100,325.01,
25101,378.89,
25105,456.01,
25107,578.36,
25109,505.7,
25110,320.41,
25111,300.96,
25112,363.3,
25115,712.91,
25116,565.08,
25118,357.79,
25119,466.89,
25120,470.38,
25125,556.8,
25126,560.95,
25130,421.62,
25135,524.2,
25136,464.62,
25145,486.64,
25150,531.61,
25151,549.05,
25170,"1,388.50",
25210,461.22,
25215,582.07,
25230,406.13,
25240,403.15,
25246,172.54,
25246,72.65,
25248,389.41,
25250,498.82,
25251,676.13,
25259,396.47,
25260,593.72,
25263,591.42,
25265,705.73,
25270,462.9,
25272,523.6,
25274,627.12,
25275,632.98,
25280,532.75,
25290,409.73,
25295,494.69,
25300,644.14,
25301,605.62,
25310,583.43,
25312,677.13,
25315,724.15,
25316,860.78,
25320,925.53,
25332,794.38,
25335,888,
25337,834.28,
25350,636.09,
25355,719.18,
25360,615.72,
25365,861.46,
25370,949.06,
25375,897.67,
25390,725.68,
25391,937.75,
25392,954.57,
25393,"1,064.02",
25394,737.38,
25400,757.02,
25405,978.83,
25415,911.05,
25420,"1,098.59",
25425,906.71,
25426,"1,058.11",
25430,685.79,
25431,741.24,
25440,724.15,
25441,881.96,
25442,761.61,
25443,735.95,
25444,778.1,
25445,679.97,
25446,"1,108.13",
25447,780.8,
25449,976.75,
25450,578.65,
25455,683.54,
25490,675.12,
25491,694.49,
25492,851.45,
25500,259.26,
25500,235.81,
25505,470.91,
25505,429.79,
25515,629.02,
25520,535.46,
25520,506.23,
25525,741.23,
25526,897.45,
25530,243.82,
25530,223.27,
25535,458.32,
25535,424.59,
25545,584.69,
25560,264.68,
25560,237.7,
25565,482.83,
25565,435.61,
25574,632.72,
25575,847.77,
25600,308.5,
25600,294.05,
25605,506.17,
25605,478.87,
25606,622.05,
25607,691.22,
25608,775.78,
25609,987.67,
25622,284.45,
25622,262.29,
25624,450.78,
25624,410.31,
25628,677.63,
25630,285.11,
25630,264.55,
25635,429.09,
25635,390.86,
25645,535.06,
25650,303.92,
25650,283.04,
25651,457.63,
25652,584.69,
25660,388.67,
25670,571.19,
25671,498.01,
25675,413.69,
25675,375.47,
25676,593.52,
25680,490.84,
25685,691.2,
25690,454.86,
25695,595.59,
25800,689.88,
25805,795.92,
25810,817.06,
25820,593.53,
25825,729.24,
25830,916.6,
25900,668.65,
25905,659.28,
25907,576.2,
25909,643.85,
25915,"1,101.68",
25920,669.52,
25922,589.16,
25924,653.51,
25927,779.29,
25929,560.64,
25931,717.65,
26010,279.03,
26010,129.68,
26011,403.12,
26011,173.47,
26020,520.57,
26025,394.85,
26030,461.32,
26034,512.49,
26035,805.51,
26037,532.88,
26040,293.59,
26045,440.86,
26055,505.45,
26055,270.65,
26060,242.49,
26070,301.75,
26075,314.7,
26080,368.87,
26100,315.24,
26105,317.5,
26110,302.72,
26111,391.26,
26113,514.99,
26115,494.46,
26115,310.42,
26116,494.13,
26117,699.82,
26118,991.86,
26121,562.74,
26123,785.37,
26125,258.44,
26130,435.85,
26135,520.13,
26140,475.78,
26145,483.47,
26160,529.32,
26160,294.85,
26170,382.39,
26180,419.83,
26185,516.27,
26200,424.32,
26205,567.04,
26210,417.31,
26215,530.11,
26230,470.53,
26235,463.7,
26236,414.38,
26250,"1,003.24",
26260,751.48,
26262,591.95,
26320,326.57,
26340,318.19,
26341,99.12,
26341,71.49,
26350,675.54,
26352,758.6,
26356,746.07,
26357,833.21,
26358,922.5,
26370,714.75,
26372,834.86,
26373,801.39,
26390,794.82,
26392,917.24,
26410,537.62,
26412,642.26,
26415,771.61,
26416,837.26,
26418,552.29,
26420,672.25,
26426,471.86,
26428,717.74,
26432,477.3,
26433,507.3,
26434,619.12,
26437,595.12,
26440,586.09,
26442,904.54,
26445,545.45,
26449,651.7,
26450,397.71,
26455,394.7,
26460,385.3,
26471,588.48,
26474,575.96,
26476,568.15,
26477,555.58,
26478,593.74,
26479,599.37,
26480,712.07,
26483,795.93,
26485,762.53,
26489,881.86,
26490,756.23,
26492,839.06,
26494,759.52,
26496,813.76,
26497,821.06,
26498,"1,081.68",
26499,788.12,
26500,594.24,
26502,676.9,
26508,604.91,
26510,573.62,
26516,670.42,
26517,783.42,
26518,793.84,
26520,615.3,
26525,616.88,
26530,506.59,
26531,590.54,
26535,408.34,
26536,677.11,
26540,628.46,
26541,760.54,
26542,648.52,
26545,673.84,
26546,942.56,
26548,723.89,
26550,"1,543.55",
26551,"3,101.56",
26553,"3,081.19",
26554,"3,593.84",
26555,"1,288.10",
26556,"3,200.73",
26560,564.36,
26561,895.14,
26562,"1,264.13",
26565,645.79,
26567,649.96,
26568,849.41,
26580,"1,424.49",
26587,978.48,
26590,"1,326.92",
26591,423.04,
26593,573.99,
26596,731.15,
26600,275.96,
26600,261.83,
26605,303.1,
26605,274.83,
26607,453.86,
26608,449.6,
26615,539.82,
26641,357.57,
26641,324.48,
26645,401.99,
26645,367.94,
26650,448.31,
26665,587.86,
26670,321.14,
26670,289.34,
26675,428.07,
26675,392.42,
26676,473.82,
26685,539.97,
26686,585.53,
26700,310.72,
26700,288.56,
26705,393.89,
26705,359.2,
26706,414.56,
26715,537.55,
26720,183.86,
26720,172.94,
26725,317.14,
26725,284.38,
26727,442.15,
26735,558.42,
26740,214.37,
26740,203.12,
26742,347.98,
26742,314.25,
26746,698.57,
26750,172.8,
26750,173.76,
26755,296.53,
26755,256.38,
26756,394.87,
26765,470.29,
26770,262.81,
26770,241.29,
26775,359.78,
26775,325.09,
26776,418.39,
26785,512.2,
26820,748.4,
26841,691.6,
26842,744.44,
26843,702.76,
26844,777.87,
26850,660.21,
26852,756.25,
26860,540.47,
26861,97.86,
26862,690.34,
26863,216.08,
26910,687.64,
26951,621.54,
26952,615.12,
26990,612.91,
26991,663.2,
26991,493.28,
26992,929.02,
27000,386.68,
27001,508.22,
27003,560.6,
27005,681.1,
27006,679.95,
27025,863.17,
27027,843.89,
27030,883.61,
27033,916.48,
27035,"1,116.48",
27036,952.27,
27040,322.49,
27040,188.55,
27041,659.04,
27043,439.04,
27045,695.22,
27047,450.09,
27047,337.67,
27048,572.03,
27049,"1,256.30",
27050,376.47,
27052,541.8,
27054,645.03,
27057,954.15,
27059,"1,713.56",
27060,435.87,
27062,426.06,
27065,488.12,
27066,762.38,
27067,973.45,
27070,824.26,
27071,887.75,
27075,"1,974.93",
27076,"2,391.17",
27077,"2,668.81",
27078,"1,946.69",
27080,478.27,
27086,283.64,
27086,156.44,
27087,578.64,
27090,781.93,
27091,"1,505.53",
27093,202.95,
27093,67.4,
27095,270.94,
27095,80.47,
27096,151.95,
27096,80.64,
27097,641.27,
27098,652.24,
27100,778.13,
27105,816.28,
27110,912.86,
27111,847.66,
27120,"1,224.11",
27122,"1,037.34",
27125,"1,066.90",
27130,"1,278.48",
27132,"1,580.24",
27134,"1,807.69",
27137,"1,388.42",
27138,"1,443.59",
27140,842.29,
27146,"1,203.65",
27147,"1,382.15",
27151,"1,495.76",
27156,"1,612.99",
27158,"1,320.59",
27161,"1,149.14",
27165,"1,294.18",
27170,"1,107.36",
27175,626.63,
27176,865.35,
27177,"1,048.92",
27178,865.35,
27179,920.26,
27181,"1,054.75",
27185,674.56,
27187,936.9,
27197,119.66,
27198,290.65,
27200,172.81,
27200,175.38,
27202,497.99,
27220,403.67,
27220,398.21,
27222,917.42,
27226,995.07,
27227,"1,560.93",
27228,"1,774.22",
27230,451.84,
27230,445.09,
27232,705.13,
27235,854.75,
27236,"1,125.96",
27238,435.22,
27240,897.74,
27244,"1,158.67",
27245,"1,157.84",
27246,364.3,
27246,362.05,
27248,702.87,
27250,174.52,
27252,711.28,
27253,886.55,
27254,"1,199.71",
27256,285.31,
27256,225.24,
27257,340.55,
27258,"1,046.08",
27259,"1,458.35",
27265,379.33,
27266,547.28,
27267,410.23,
27268,508.14,
27269,"1,173.63",
27275,171.7,
27279,812.1,
27280,"1,258.11",
27282,805.88,
27284,"1,520.65",
27286,"1,554.20",
27290,"1,532.20",
27295,"1,186.67",
27301,629.79,
27301,473.04,
27303,602.66,
27305,451.43,
27306,328,
27307,449.99,
27310,687.61,
27323,257.94,
27323,167.04,
27324,377.14,
27325,526.45,
27326,485.71,
27327,450.56,
27327,292.21,
27328,585.49,
27329,978.52,
27330,386.47,
27331,445.31,
27332,604.54,
27333,550.38,
27334,643.5,
27335,719.58,
27337,392.14,
27339,708.78,
27340,347.76,
27345,453.63,
27347,494.63,
27350,613.21,
27355,568.11,
27356,694.73,
27357,766.9,
27358,262.4,
27360,824.5,
27364,"1,471.27",
27365,"1,945.89",
27369,145.57,
27369,39.57,
27372,558.91,
27372,377.12,
27380,570.5,
27381,760.89,
27385,552.61,
27386,794.38,
27390,420.18,
27391,531.27,
27392,669.25,
27393,478.01,
27394,614.72,
27395,827.55,
27396,579.01,
27397,859.8,
27400,652.6,
27403,604.38,
27405,635.32,
27407,747.01,
27409,909.56,
27412,"1,555.30",
27415,"1,292.55",
27416,922.81,
27418,780.69,
27420,699.9,
27422,699.87,
27424,703.06,
27425,421.53,
27427,669.69,
27428,"1,048.60",
27429,"1,179.51",
27430,697.58,
27435,760.15,
27437,619.62,
27438,792.06,
27440,750.24,
27441,775.06,
27442,821.01,
27443,764.86,
27445,"1,182.82",
27446,"1,092.20",
27447,"1,277.18",
27448,772.88,
27450,956.26,
27454,"1,220.89",
27455,895.59,
27457,905.89,
27465,"1,178.73",
27466,"1,115.32",
27468,"1,264.64",
27470,"1,109.43",
27472,"1,191.06",
27475,622.37,
27477,689.31,
27479,865.05,
27485,630.73,
27486,"1,326.52",
27487,"1,659.62",
27488,"1,131.23",
27495,"1,062.65",
27496,511.07,
27497,546.06,
27498,614.98,
27499,658.31,
27500,487.74,
27500,450.8,
27501,474.37,
27501,466.98,
27502,715.52,
27503,753.37,
27506,"1,259.92",
27507,915.27,
27508,491,
27508,465.63,
27509,620.09,
27510,640.37,
27511,942.11,
27513,"1,171.42",
27514,913.02,
27516,478.57,
27516,449.34,
27517,645.14,
27519,840.69,
27520,300.41,
27520,277.61,
27524,708.07,
27530,282.12,
27530,264.46,
27532,577.82,
27532,541.52,
27535,846.78,
27536,"1,119.29",
27538,445.98,
27538,416.11,
27540,762.32,
27550,489,
27550,453.99,
27552,590.37,
27556,827.14,
27557,987.91,
27558,"1,126.14",
27560,348.66,
27560,321.04,
27562,455.6,
27566,840.74,
27570,141.12,
27580,"1,375.08",
27590,745.21,
27591,908.89,
27592,634.21,
27594,479.24,
27596,670.17,
27598,667.47,
27600,381,
27601,419.73,
27602,454.32,
27603,498.25,
27603,366.55,
27604,446.52,
27604,316.44,
27605,322.72,
27605,178.5,
27606,263.39,
27607,572.58,
27610,612.91,
27612,531.31,
27613,236.41,
27613,152.26,
27614,543.51,
27614,384.84,
27615,966.17,
27616,"1,197.71",
27618,439.26,
27618,286.05,
27619,438.8,
27620,424.62,
27625,548.81,
27626,576.15,
27630,516.66,
27630,341.61,
27632,388.22,
27634,643.34,
27635,549.31,
27637,705.18,
27638,723.03,
27640,785.94,
27641,627.78,
27645,"1,672.57",
27646,"1,450.92",
27647,998.52,
27648,50.63,
27648,185.86,
27650,623.55,
27652,638.38,
27654,678.48,
27656,590.74,
27656,371.36,
27658,351,
27659,449.25,
27664,341.11,
27665,392.71,
27675,468.44,
27676,568.12,
27680,402.01,
27681,488.75,
27685,623.79,
27685,442,
27686,513.09,
27687,431.75,
27690,607.9,
27691,704.8,
27692,99.18,
27695,450.75,
27696,533.65,
27698,607,
27700,587.02,
27702,912.42,
27703,"1,056.51",
27704,541.04,
27705,715.28,
27707,374.96,
27709,"1,101.11",
27712,"1,037.41",
27715,"1,008.93",
27720,824.77,
27722,839.5,
27724,"1,188.97",
27725,"1,144.12",
27726,904.62,
27727,976.34,
27730,550.99,
27732,421.66,
27734,616.97,
27740,665.15,
27742,730.68,
27745,715.48,
27750,322,
27750,298.55,
27752,501.11,
27752,461.61,
27756,539.97,
27758,841.61,
27759,940.36,
27760,311.2,
27760,287.11,
27762,447.69,
27762,406.9,
27766,568.39,
27767,267.77,
27767,266.48,
27768,414.57,
27769,686.55,
27780,285.74,
27780,262.61,
27781,403.79,
27781,372.95,
27784,669.49,
27786,293.09,
27786,268.67,
27788,397.23,
27788,361.57,
27792,609.65,
27808,310.81,
27808,282.86,
27810,438.26,
27810,397.15,
27814,722.53,
27816,304.22,
27816,272.1,
27818,455.19,
27818,408.61,
27822,814.88,
27823,921.97,
27824,296.53,
27824,284.96,
27825,511.96,
27825,464.74,
27826,801.86,
27827,"1,044.49",
27828,"1,242.96",
27829,659,
27830,360.43,
27830,333.77,
27831,378.03,
27832,710.48,
27840,353.12,
27842,463.14,
27846,675.12,
27848,755.7,
27860,161.35,
27870,967.98,
27871,649.2,
27880,853.72,
27881,806.28,
27882,559.8,
27884,537.02,
27886,614.64,
27888,619.4,
27889,603.81,
27892,517.77,
27893,573.17,
27894,791.78,
28001,265.77,
28001,165.56,
28002,422.44,
28002,308.41,
28003,669.85,
28003,540.08,
28005,558.11,
28008,413.26,
28008,284.46,
28010,222.52,
28010,200.04,
28011,302.81,
28011,271.01,
28020,508.46,
28020,343.37,
28022,462.7,
28022,311.74,
28024,434.52,
28024,290.94,
28035,499.12,
28035,339.48,
28039,470.99,
28039,330.95,
28041,435.66,
28043,373.8,
28043,251.42,
28045,465.08,
28045,334.03,
28046,692.77,
28047,996.37,
28050,403.42,
28050,270.12,
28052,421.63,
28052,271.63,
28054,355.48,
28054,226.68,
28055,373.56,
28060,496.72,
28060,345.43,
28062,556.62,
28062,393.13,
28070,501.72,
28070,338.88,
28072,462.5,
28072,307.36,
28080,499.34,
28080,352.87,
28086,506.75,
28086,337.48,
28088,410.53,
28088,263.42,
28090,443.81,
28090,294.45,
28092,401.35,
28092,258.09,
28100,576.95,
28100,395.79,
28102,570.68,
28103,379.66,
28104,501.8,
28104,339.28,
28106,416.93,
28107,490.07,
28107,337.5,
28108,417.56,
28108,277.19,
28110,439.26,
28110,278.34,
28111,464.4,
28111,311.51,
28112,462.46,
28112,299.62,
28113,559.14,
28113,406.25,
28114,"1,002.99",
28114,789.07,
28116,727.25,
28116,554.13,
28118,568.5,
28118,398.91,
28119,499.1,
28119,347.49,
28120,641.71,
28120,474.69,
28122,567.57,
28122,421.43,
28124,456.34,
28124,319.83,
28126,372.82,
28126,237.59,
28130,603.24,
28140,559.75,
28140,417.78,
28150,400.44,
28150,267.46,
28153,392.26,
28153,254.79,
28160,394.51,
28160,256.72,
28171,"1,046.39",
28173,722.15,
28175,461.49,
28190,238.26,
28190,128.41,
28192,445.21,
28192,301,
28193,505.91,
28193,356.55,
28200,468.21,
28200,310.5,
28202,577.93,
28202,417.34,
28208,456.37,
28208,302.52,
28210,560.84,
28210,402.81,
28220,429.65,
28220,291.86,
28222,495.4,
28222,345.08,
28225,395.9,
28225,252.65,
28226,572.75,
28226,369.11,
28230,414.43,
28230,273.1,
28232,365.54,
28232,232.25,
28234,388.01,
28234,253.42,
28238,635.38,
28238,467.4,
28240,282.75,
28240,426.33,
28250,550.22,
28250,386.74,
28260,665.65,
28260,497.66,
28261,"1,124.85",
28261,881.71,
28262,"1,319.54",
28262,"1,069.97",
28264,946.62,
28264,723.39,
28270,468.15,
28270,321.36,
28272,372.14,
28272,243.66,
28280,488.89,
28280,334.71,
28285,510.91,
28285,365.09,
28286,426.69,
28286,287.61,
28288,578.4,
28288,414.27,
28289,676.75,
28289,440.02,
28291,696.56,
28291,473.32,
28292,689.45,
28292,465.89,
28295,935.64,
28295,538.32,
28296,861.96,
28296,496.76,
28297,992.71,
28297,579.01,
28298,798.53,
28298,478.3,
28299,956.81,
28299,561.73,
28300,618.77,
28302,672.59,
28304,776.49,
28304,577.02,
28305,642.37,
28306,573.91,
28306,383.12,
28307,590.45,
28307,399.98,
28308,539.95,
28308,364.58,
28309,844.18,
28310,520.04,
28310,345.63,
28312,476.5,
28312,304.02,
28313,496.88,
28313,339.5,
28315,458.47,
28315,313.29,
28320,584.29,
28322,739.74,
28322,546.7,
28340,552.31,
28340,401.02,
28341,641.32,
28341,478.48,
28344,406.03,
28344,270.48,
28345,498.27,
28345,354.05,
28360,"1,026.46",
28400,231.21,
28400,213.87,
28405,366.15,
28405,332.74,
28406,508.63,
28415,"1,060.82",
28420,"1,208.00",
28430,223.45,
28430,197.11,
28435,339.57,
28435,302.63,
28436,436.7,
28445,984.06,
28446,"1,151.76",
28450,198.72,
28450,179.45,
28455,272.65,
28455,244.71,
28456,315.59,
28465,599.81,
28470,204.52,
28470,191.35,
28475,242.98,
28475,215.68,
28476,344.71,
28485,525.77,
28490,132.91,
28490,116.21,
28495,167.56,
28495,140.26,
28496,420.76,
28496,226.44,
28505,629.83,
28505,475.65,
28510,114.1,
28510,112.17,
28515,153.42,
28515,134.47,
28525,542.14,
28525,385.07,
28530,108.71,
28530,95.22,
28531,319.5,
28531,174.64,
28540,184.83,
28540,166.85,
28545,280.81,
28545,247.08,
28546,541.19,
28546,319.88,
28555,618.72,
28555,806.62,
28570,212.63,
28570,178.91,
28575,345.31,
28575,310.94,
28576,362.24,
28585,826.65,
28585,655.77,
28600,202.69,
28600,174.1,
28605,310.42,
28605,277.98,
28606,366.71,
28615,768.6,
28630,147.01,
28630,105.58,
28635,166.13,
28635,126.62,
28636,293.13,
28636,189.06,
28645,624.65,
28645,466.3,
28660,111.39,
28660,85.7,
28665,146.24,
28665,124.08,
28666,161.18,
28675,539.72,
28675,385.55,
28705,"1,174.64",
28715,889.77,
28725,738.6,
28730,698.68,
28735,741.56,
28737,662.05,
28740,794.96,
28740,592.61,
28750,754.77,
28750,556.27,
28755,483.23,
28755,318.78,
28760,745.06,
28760,553.94,
28800,512.96,
28805,693.88,
28810,407.08,
28820,529.18,
28820,375,
28825,506.12,
28825,351.95,
28890,303.94,
28890,214.01,
29000,307.57,
29000,175.23,
29010,246.95,
29010,148.98,
29015,266.21,
29015,168.57,
29035,230.66,
29035,132.69,
29040,264.47,
29040,161.04,
29044,259.08,
29044,155.34,
29046,284.2,
29046,174.67,
29049,90.38,
29049,65.01,
29055,201.47,
29055,127.92,
29058,113.79,
29058,88.09,
29065,87.72,
29065,63.63,
29075,79.11,
29075,57.59,
29085,87.23,
29085,62.82,
29086,72.38,
29086,48.29,
29105,75.37,
29105,40.04,
29125,59.06,
29125,36.9,
29126,71.34,
29126,46.28,
29130,38.5,
29130,27.9,
29131,48.34,
29131,32.28,
29200,31.11,
29200,18.59,
29240,29.51,
29240,18.59,
29260,28.71,
29260,19.07,
29280,29.04,
29280,20.05,
29305,224.35,
29305,147.26,
29325,248.66,
29325,165.47,
29345,125.07,
29345,93.59,
29355,131.21,
29355,100.38,
29358,146.23,
29358,96.45,
29365,112.6,
29365,81.45,
29405,73.92,
29405,55.61,
29425,71.18,
29425,52.56,
29435,105.85,
29435,76.94,
29440,41,
29440,28.15,
29445,123.17,
29445,98.12,
29450,136.89,
29450,109.59,
29505,78.46,
29505,47.62,
29515,65.77,
29515,46.82,
29520,33.36,
29520,18.91,
29530,29.18,
29530,18.59,
29540,27.1,
29540,17.47,
29550,18.03,
29550,11.28,
29580,58.77,
29580,26.33,
29581,83.66,
29581,27.77,
29584,77.36,
29584,16.33,
29700,58.05,
29700,31.71,
29705,59.78,
29705,43.4,
29710,112.95,
29710,78.58,
29720,77.15,
29720,41.17,
29730,57.82,
29730,41.44,
29740,91.49,
29740,65.79,
29750,99.29,
29750,73.6,
29800,495.74,
29804,593.21,
29805,441.33,
29806,996.3,
29807,973.99,
29819,551.01,
29820,504.77,
29821,557.35,
29822,541.88,
29823,589.8,
29824,634.56,
29825,551.01,
29826,165.35,
29827,"1,008.90",
29828,865.32,
29830,428.2,
29834,462.51,
29835,477.34,
29836,549.1,
29837,495.91,
29838,557.12,
29840,424.1,
29843,455.03,
29844,470.53,
29845,549.09,
29846,492.01,
29847,510.47,
29848,479.37,
29850,585.13,
29851,875.42,
29855,735.83,
29856,932.27,
29860,626.04,
29861,679.16,
29862,764.8,
29863,766.59,
29866,987.54,
29867,"1,202.90",
29868,"1,575.75",
29870,533.1,
29870,385.02,
29871,482.27,
29873,495.52,
29874,505.35,
29875,466.02,
29876,614.53,
29877,583.46,
29879,622.1,
29880,527.52,
29881,508.07,
29882,651.57,
29883,791.39,
29884,581.46,
29885,708.72,
29886,597.27,
29887,705.62,
29888,924.58,
29889,"1,150.54",
29891,635.88,
29892,624.76,
29893,605.21,
29893,414.74,
29894,474.16,
29895,444.41,
29897,474.53,
29898,536.26,
29899,975.1,
29900,466.43,
29901,502.42,
29902,533.68,
29904,598.72,
29905,504.91,
29906,630.02,
29907,823.93,
29914,938.59,
29915,965.05,
29916,965.68,
30000,233.11,
30000,111.06,
30020,235.36,
30020,111.7,
30100,131.33,
30100,63.24,
30110,222.04,
30110,121.82,
30115,416.32,
30117,856.39,
30117,310.35,
30118,728.3,
30120,401.57,
30120,478.98,
30124,273.5,
30125,590.48,
30130,368.86,
30140,264.98,
30140,169.58,
30150,737.97,
30160,744.98,
30200,103.55,
30200,54.72,
30210,138.37,
30210,92.76,
30220,282.22,
30220,117.44,
30300,175.78,
30300,106.08,
30310,189.97,
30320,435.12,
30400,"1,116.74",
30410,"1,298.05",
30420,"1,325.89",
30430,965.49,
30435,"1,224.92",
30450,"1,624.89",
30460,780.16,
30462,"1,501.04",
30465,939.63,
30520,605.36,
30540,664.94,
30545,909.8,
30560,270.31,
30560,131.55,
30580,589.53,
30580,455.27,
30600,555.09,
30600,409.59,
30620,597.57,
30630,606.02,
30801,200.72,
30801,133.91,
30802,256.41,
30802,183.18,
30901,132.97,
30901,54.28,
30903,210.42,
30903,75.2,
30905,312.23,
30905,101.2,
30906,326.52,
30906,129.95,
30915,552.5,
30920,802.01,
30930,110.68,
31000,168.36,
31000,99.31,
31002,177.99,
31020,440.14,
31020,346.35,
31030,606.95,
31030,486.18,
31032,544.58,
31040,738.98,
31050,465.55,
31051,623.84,
31070,423.23,
31075,751.54,
31080,990.46,
31081,"1,066.22",
31084,"1,105.27",
31085,"1,141.65",
31086,"1,075.26",
31087,"1,031.46",
31090,996.1,
31200,560.82,
31201,721.39,
31205,873.89,
31225,"1,725.71",
31230,"1,917.19",
31231,178.38,
31231,60.83,
31233,243.33,
31233,127.38,
31235,278.26,
31235,151.38,
31237,236.52,
31237,150.76,
31238,233.41,
31238,158.25,
31239,581.1,
31240,150.16,
31241,425.17,
31253,479.19,
31254,393.15,
31254,232.23,
31255,309.72,
31256,171.79,
31257,426.78,
31259,451.7,
31267,253.32,
31276,361.63,
31287,192.17,
31288,223.19,
31290,"1,083.93",
31291,"1,150.73",
31292,942.76,
31293,"1,019.31",
31294,"1,167.54",
31295,"1,724.72",
31295,150.21,
31296,"1,748.83",
31296,171.11,
31297,"1,710.66",
31297,136.79,
31298,"3,288.08",
31298,244.09,
31300,"1,190.28",
31360,"1,957.23",
31365,"2,425.26",
31367,"2,068.59",
31368,"2,295.12",
31370,"1,941.09",
31375,"1,842.33",
31380,"1,816.37",
31382,"1,993.17",
31390,"2,684.01",
31395,"2,826.73",
31400,921.6,
31420,775.88,
31500,138.27,
31502,33.64,
31505,80.69,
31505,45.68,
31510,198.12,
31510,114.28,
31511,197.66,
31511,125.39,
31512,196.31,
31512,121.79,
31513,123.52,
31515,192.96,
31515,104.31,
31520,147.39,
31525,234.41,
31525,151.22,
31526,148.08,
31527,184.48,
31528,135.86,
31529,152.38,
31530,189.12,
31531,200.68,
31535,178.91,
31536,199.28,
31540,229.05,
31541,249.95,
31545,343.74,
31546,522.61,
31551,"1,440.25",
31552,"1,388.82",
31553,"1,578.31",
31554,"1,578.63",
31560,297.09,
31561,324.48,
31570,317.63,
31570,216.46,
31571,236.04,
31572,479.58,
31572,170.91,
31573,255.9,
31573,140.27,
31574,921.1,
31574,140.27,
31575,113.98,
31575,62.91,
31576,248.58,
31576,112.07,
31577,258.48,
31577,126.47,
31578,280.96,
31578,139.95,
31579,178.84,
31579,112.99,
31580,"1,192.50",
31584,"1,322.82",
31587,"1,115.73",
31590,816.1,
31591,"1,013.24",
31592,"1,623.26",
31600,292.09,
31601,429.99,
31603,307,
31605,318.1,
31610,896.81,
31611,496.56,
31612,80.78,
31612,45.77,
31613,407.37,
31614,681.21,
31615,160.21,
31615,108.81,
31622,227.2,
31622,127.63,
31623,253.1,
31623,129.76,
31624,236.88,
31624,131.21,
31625,322.97,
31625,152.73,
31626,774.16,
31626,192.15,
31627,"1,171.44",
31627,94.47,
31628,343.99,
31628,172.47,
31629,423.18,
31629,182.6,
31630,192.24,
31631,219.87,
31632,61.16,
31632,48.64,
31633,76.45,
31633,62.31,
31634,"1,581.31",
31634,186.35,
31635,268.2,
31635,170.88,
31636,213.16,
31637,75.58,
31638,241.68,
31640,243.62,
31641,248.81,
31643,171.43,
31645,248.98,
31645,143.3,
31646,138.39,
31647,204.68,
31648,194.25,
31649,66.66,
31651,73,
31652,"1,015.77",
31652,216.63,
31653,"1,060.35",
31653,240.33,
31654,115.64,
31654,66.18,
31660,191.46,
31661,203.06,
31717,255.36,
